Vulnerable_population,Section,Long_title,Short_title,Group,Group1,Subgroup,Sex,Value
Sex,B. VHA Outpatient Utilization,"B4. Distribution of Sex among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Sex by Emergency Department Visits,Encounters,Emergency Department Visits,6-11 encounters,Missing,
Sex,B. VHA Outpatient Utilization,"B4. Distribution of Sex among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Sex by Emergency Department Visits,Encounters,Emergency Department Visits,12+ encounters,Missing,
Sex,B. VHA Outpatient Utilization,"B5. Distribution of Sex among FY13 Veteran VHA Patients by Telephone Visits, FY13",Sex by Telephone Visits,Encounters,Telephone Visits,0 encounters,Missing,
Sex,B. VHA Outpatient Utilization,"B5. Distribution of Sex among FY13 Veteran VHA Patients by Telephone Visits, FY13",Sex by Telephone Visits,Encounters,Telephone Visits,1 encounter,Missing,
Sex,B. VHA Outpatient Utilization,"B5. Distribution of Sex among FY13 Veteran VHA Patients by Telephone Visits, FY13",Sex by Telephone Visits,Encounters,Telephone Visits,2 encounters,Missing,
Sex,B. VHA Outpatient Utilization,"B5. Distribution of Sex among FY13 Veteran VHA Patients by Telephone Visits, FY13",Sex by Telephone Visits,Encounters,Telephone Visits,3-5 encounters,Missing,
Sex,B. VHA Outpatient Utilization,"B5. Distribution of Sex among FY13 Veteran VHA Patients by Telephone Visits, FY13",Sex by Telephone Visits,Encounters,Telephone Visits,6-11 encounters,Missing,
Sex,B. VHA Outpatient Utilization,"B5. Distribution of Sex among FY13 Veteran VHA Patients by Telephone Visits, FY13",Sex by Telephone Visits,Encounters,Telephone Visits,12+ encounters,Missing,
Sex,B. VHA Outpatient Utilization,"B6. Distribution of Sex among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Sex by Fee Outpatient Services,Encounters,Fee Outpatient Services,0 encounters,Missing,
Sex,B. VHA Outpatient Utilization,"B6. Distribution of Sex among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Sex by Fee Outpatient Services,Encounters,Fee Outpatient Services,1 encounter,Missing,
Sex,B. VHA Outpatient Utilization,"B6. Distribution of Sex among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Sex by Fee Outpatient Services,Encounters,Fee Outpatient Services,2 encounters,Missing,
Sex,B. VHA Outpatient Utilization,"B6. Distribution of Sex among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Sex by Fee Outpatient Services,Encounters,Fee Outpatient Services,3-5 encounters,Missing,
Sex,B. VHA Outpatient Utilization,"B6. Distribution of Sex among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Sex by Fee Outpatient Services,Encounters,Fee Outpatient Services,6-11 encounters,Missing,
Sex,B. VHA Outpatient Utilization,"B6. Distribution of Sex among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Sex by Fee Outpatient Services,Encounters,Fee Outpatient Services,12+ encounters,Missing,
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,INFECTIOUS DISEASE,Missing,
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,ENDOCRINE/METABOLIC/NUTRITIONAL,Missing,
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,CARDIOVASCULAR,Missing,
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,RESPIRATORY,Missing,
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,GASTROINTESTINAL,Missing,
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,URINARY,Missing,
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,REPRODUCTIVE HEALTH,Missing,
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,BREAST,Missing,
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,CANCER,Missing,
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,HEMATOLOGIC/IMMUNOLOGIC,Missing,
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,MUSCULOSKELETAL,Missing,
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,NEUROLOGIC,Missing,
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,MENTAL HEALTH/SUD,Missing,
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,SENSE ORGAN,Missing,
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,DENTAL,Missing,
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,DERMATOLOGIC,Missing,
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,OTHER,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,INFECTIOUS DISEASE,HIV/AIDS,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,INFECTIOUS DISEASE,Tuberculosis,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,INFECTIOUS DISEASE,Mycoses,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,INFECTIOUS DISEASE,Infections - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Diabetes Mellitus,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Lipid Disorders,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Overweight/Obesity,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Thyroid Disorders,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Osteoporosis,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Vitamin D Deficiency,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,"Endocrine, Metabolic and Nutritional Disorders - Other",Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Fluid and Electrolyte Disorders,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Hypertension,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Chest Pain/Angina,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Acute MI,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Coronary Artery Disease,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Heart Failure,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Valvular Disease,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Atrial Fibrillation/Flutter,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Arrhythmia/Conduction Disorder - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Cardiac Conditions - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Cerebrovascular Accident/TIA,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Cerebrovascular Disease - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Pecondition Aortic Aneurysm,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Pulmonary Embolism or Deep Vein Thrombosis,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Vascular Disease - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Circulatory System Conditions - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,RESPIRATORY,Chronic Obstructive Pulmonary Disease,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,RESPIRATORY,Asthma,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,RESPIRATORY,Sarcoidosis,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,RESPIRATORY,Pneumonia,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,RESPIRATORY,Respiratory System Infections - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,RESPIRATORY,Allergic and other chronic sinusitis/rhinitis,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,RESPIRATORY,"Dyspnea, cough and other respiratory symptoms",Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,RESPIRATORY,Respiratory Conditions - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Esophageal disorders,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Nausea and vomiting,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Gastroduodenal ulcer,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Gastric/Duodenal Disorders - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Gastrointestinal hemorrhage,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,"Polyp, colorectal",Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Diverticulosis and diverticulitis,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Inflammatory Bowel Disease,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Diarrhea/constipation and functional bowel disorders,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Hernia,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Hemorrhoids,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Hepatitis C,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Liver disease - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Biliary tract disease,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Pancreatic disorders,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Gastrointestinal System Disorders - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,URINARY,Renal failure or Nephropathy,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,URINARY,Calculus of urinary tract,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,URINARY,Hematuria,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,URINARY,Kidney/Ureter Diseases - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,URINARY,Urinary Tract Infection (cystitis/ urethritis/ pyelonephritis),Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,URINARY,Urinary Incontinence,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,URINARY,Urinary Symptoms - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,URINARY,Urinary Conditions - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Male genital disorders,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,STIs,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Vaginitis/ cervicitis/ and other pelvic inflammatory conditions,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Cervical Dysplasia/ASCUS,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Endometriosis,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Menstrual disorders,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Fibroids,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,"Ovarian cyst at least once, FY13",Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Polycystic ovaries,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Benign Gynecologic Neoplasms - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Prolapse of female genital organs,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Female Reproductive Organ Disorders - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Sexual Dysfunction,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Contraceptive Care Management,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Infertility,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Menopausal disorders,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Miscarriage,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Ectopic pregnancy,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy or Delivery - Normal,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy with Obstetrical Complications or Prolonged,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy complicated by DM,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy complicated by HTN,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy Complicated by Other Medical Conditions,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,BREAST,PerBreast Conditions/Benign or Unknown,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,BREAST,Breast conditions abnormal radiologic findings,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,PerCancer - Cervical,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Uterine,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Ovarian,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Female Reproductive - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Carcinoma in Situ - Cervical,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Carcinoma in Situ - Female Reproductive - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Breast,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,"Carcinoma in Situ - Breast, Ductal or Lobular",Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Lymphomas,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Leukemias,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Multiple myeloma,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Brain/Nervous System,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Head and Neck,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Thyroid,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Bronchopulmonary,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Esophagus,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Gastric,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Colorectal,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Anal,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Hepatobiliary,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Pancreatic,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Renal,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Bladder,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Prostate,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Testicular,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Bone/Connective Tissue,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Melanoma,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Carcinoma in Situ - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Other and Unspecified Primary,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Anemia,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Thrombocytopenia,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Coagulation and hemorrhagic disorders,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Hematologic/Immunologic Conditions - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Connective Tissue Disease,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Rheumatoid Arthritis and Related Disease,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Inflammatory Spondyloarthropathies,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Polymyalgia Rheumatica,Missing,
