Vulnerable_population,Section,Long_title,Short_title,Group,Group1,Subgroup,Geography,Value
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Psychotic disorders - Other,Other.Rural,15674
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Alcohol use disorders,Other.Rural,122184
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Drug use disorders,Other.Rural,60669
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Eating disorders,Other.Rural,843
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Dissociative disorders,Other.Rural,482
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Personality disorders,Other.Rural,16643
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Conduct/impulse control disorders,Other.Rural,5297
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Somatiform disorders,Other.Rural,7593
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Attention Deficit Disorder/Hyperkinetic Disorder,Other.Rural,11286
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,"Psychiatric disorders, nonspecific",Other.Rural,27336
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,SENSE ORGANS,PerBlindness/Low Vision,Other.Rural,36806
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,SENSE ORGANS,Refraction disorders,Other.Rural,384692
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,SENSE ORGANS,Glaucoma,Other.Rural,141589
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,SENSE ORGANS,Cataract,Other.Rural,358354
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,SENSE ORGANS,Eye disorders - Other,Other.Rural,340828
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,SENSE ORGANS,Hearing problems,Other.Rural,388050
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,SENSE ORGANS,Ear disorders - Other,Other.Rural,97859
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,DENTAL,Dental Caries,Other.Rural,100115
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,DENTAL,Gingivitis/Periodontitis,Other.Rural,66883
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,DENTAL,Loss of Teeth,Other.Rural,50796
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,DENTAL,Dental Disorders - Other,Other.Rural,112509
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,DERMATOLOGIC,Skin cancer (non-Melanoma),Other.Rural,65402
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,DERMATOLOGIC,Skin ulcer - chronic,Other.Rural,24846
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,DERMATOLOGIC,Skin infection,Other.Rural,59542
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,DERMATOLOGIC,Psoriasis,Other.Rural,22584
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,DERMATOLOGIC,Dermatologic disorders - Other,Other.Rural,373773
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Sleep apnea,Other.Rural,176818
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Sleep disturbance - Other,Other.Rural,135528
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Malaise and fatigue,Other.Rural,39745
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Syncope,Other.Rural,21357
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Abdominal pain,Other.Rural,64831
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Chronic Pain Syndromes,Other.Rural,77436
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Allergies and urticaria,Other.Rural,30297
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Edema,Other.Rural,53302
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Symptoms - Other,Other.Rural,57267
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Tobacco Use Disorder,Other.Rural,321692
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Tobacco Use History,Other.Rural,45347
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Poisoning,Other.Rural,6662
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Other injuries and conditions due to external causes,Other.Rural,130347
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Effects of surgical procedures or medical care,Other.Rural,33334
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Housing insufficiency,Other.Rural,26446
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Psychosocial factors - Other,Other.Rural,92112
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Residual Codes,Other.Rural,261449
Geography,A. Socio-demographic Characteristics,A1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients,Rural/Urban Status (Overall),Overall,,Overall,Urban,3521078
Geography,A. Socio-demographic Characteristics,"A2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Sex, FY13",Rural/Urban Status by Sex,Sex,,F,Urban,270892
Geography,A. Socio-demographic Characteristics,"A2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Sex, FY13",Rural/Urban Status by Sex,Sex,,M,Urban,3250172
Geography,A. Socio-demographic Characteristics,"A3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Age, FY13",Rural/Urban Status by Age,Age,,18-44,Urban,629705
Geography,A. Socio-demographic Characteristics,"A3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Age, FY13",Rural/Urban Status by Age,Age,,45-64,Urban,1342049
Geography,A. Socio-demographic Characteristics,"A3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Age, FY13",Rural/Urban Status by Age,Age,,65+,Urban,1549261
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,,AI/AN,Urban,14284
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,,Asian,Urban,38496
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,,Black/African American,Urban,714521
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,,NH/OPI,Urban,23915
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,,White,Urban,2317115
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,,Hispanic,Urban,253872
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,,Multi-race,Urban,22615
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,,Unknown,Urban,136260
Geography,A. Socio-demographic Characteristics,"A6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Service-Connected Status, FY13",Rural/Urban Status by Service-Connected Status,Service Connection,,No SC,Urban,1795850
Geography,A. Socio-demographic Characteristics,"A6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Service-Connected Status, FY13",Rural/Urban Status by Service-Connected Status,Service Connection,,SC 0-49,Urban,829541
Geography,A. Socio-demographic Characteristics,"A6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Service-Connected Status, FY13",Rural/Urban Status by Service-Connected Status,Service Connection,,SC 50-99,Urban,659266
Geography,A. Socio-demographic Characteristics,"A6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Service-Connected Status, FY13",Rural/Urban Status by Service-Connected Status,Service Connection,,SC 100,Urban,235216
Geography,B. VHA Outpatient Utilization,"B1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Rural/Urban Status by VHA Outpatient Visits,Encounters,Outpatient Visits,0 encounters,Urban,85131
Geography,B. VHA Outpatient Utilization,"B1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Rural/Urban Status by VHA Outpatient Visits,Encounters,Outpatient Visits,1 encounter,Urban,200392
Geography,B. VHA Outpatient Utilization,"B1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Rural/Urban Status by VHA Outpatient Visits,Encounters,Outpatient Visits,2 encounters,Urban,248650
Geography,B. VHA Outpatient Utilization,"B1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Rural/Urban Status by VHA Outpatient Visits,Encounters,Outpatient Visits,3-5 encounters,Urban,630871
Geography,B. VHA Outpatient Utilization,"B1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Rural/Urban Status by VHA Outpatient Visits,Encounters,Outpatient Visits,6-11 encounters,Urban,790406
Geography,B. VHA Outpatient Utilization,"B1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Rural/Urban Status by VHA Outpatient Visits,Encounters,Outpatient Visits,12+ encounters,Urban,1565628
Geography,B. VHA Outpatient Utilization,"B2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Rural/Urban Status by Primary Care Visits,Encounters,Primary Care Visits,0 encounters,Urban,489333
Geography,B. VHA Outpatient Utilization,"B2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Rural/Urban Status by Primary Care Visits,Encounters,Primary Care Visits,1 encounter,Urban,1027733
Geography,B. VHA Outpatient Utilization,"B2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Rural/Urban Status by Primary Care Visits,Encounters,Primary Care Visits,2 encounters,Urban,749088
Geography,B. VHA Outpatient Utilization,"B2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Rural/Urban Status by Primary Care Visits,Encounters,Primary Care Visits,3-5 encounters,Urban,910664
Geography,B. VHA Outpatient Utilization,"B2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Rural/Urban Status by Primary Care Visits,Encounters,Primary Care Visits,6-11 encounters,Urban,273493
Geography,B. VHA Outpatient Utilization,"B2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Rural/Urban Status by Primary Care Visits,Encounters,Primary Care Visits,12+ encounters,Urban,70767
Geography,B. VHA Outpatient Utilization,"B3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Rural/Urban Status by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,0 encounters,Urban,2563614
Geography,B. VHA Outpatient Utilization,"B3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Rural/Urban Status by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,1 encounter,Urban,217010
Geography,B. VHA Outpatient Utilization,"B3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Rural/Urban Status by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,2 encounters,Urban,140491
Geography,B. VHA Outpatient Utilization,"B3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Rural/Urban Status by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,3-5 encounters,Urban,251570
Geography,B. VHA Outpatient Utilization,"B3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Rural/Urban Status by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,6-11 encounters,Urban,160525
Geography,B. VHA Outpatient Utilization,"B3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Rural/Urban Status by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,12+ encounters,Urban,187868
Geography,B. VHA Outpatient Utilization,"B4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Rural/Urban Status by Emergency Department Visits,Encounters,Emergency Department Visits,0 encounters,Urban,2798602
Geography,B. VHA Outpatient Utilization,"B4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Rural/Urban Status by Emergency Department Visits,Encounters,Emergency Department Visits,1 encounter,Urban,397003
Geography,B. VHA Outpatient Utilization,"B4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Rural/Urban Status by Emergency Department Visits,Encounters,Emergency Department Visits,2 encounters,Urban,158168
Geography,B. VHA Outpatient Utilization,"B4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Rural/Urban Status by Emergency Department Visits,Encounters,Emergency Department Visits,3-5 encounters,Urban,131446
Geography,B. VHA Outpatient Utilization,"B4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Rural/Urban Status by Emergency Department Visits,Encounters,Emergency Department Visits,6-11 encounters,Urban,31003
Geography,B. VHA Outpatient Utilization,"B4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Rural/Urban Status by Emergency Department Visits,Encounters,Emergency Department Visits,12+ encounters,Urban,4856
Geography,B. VHA Outpatient Utilization,"B5. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Telephone Visits, FY13",Rural/Urban Status by Telephone Visits,Encounters,Telephone Visits,0 encounters,Urban,1499787
Geography,B. VHA Outpatient Utilization,"B5. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Telephone Visits, FY13",Rural/Urban Status by Telephone Visits,Encounters,Telephone Visits,1 encounter,Urban,673099
Geography,B. VHA Outpatient Utilization,"B5. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Telephone Visits, FY13",Rural/Urban Status by Telephone Visits,Encounters,Telephone Visits,2 encounters,Urban,383624
Geography,B. VHA Outpatient Utilization,"B5. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Telephone Visits, FY13",Rural/Urban Status by Telephone Visits,Encounters,Telephone Visits,3-5 encounters,Urban,518323
Geography,B. VHA Outpatient Utilization,"B5. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Telephone Visits, FY13",Rural/Urban Status by Telephone Visits,Encounters,Telephone Visits,6-11 encounters,Urban,285766
Geography,B. VHA Outpatient Utilization,"B5. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Telephone Visits, FY13",Rural/Urban Status by Telephone Visits,Encounters,Telephone Visits,12+ encounters,Urban,160479
Geography,B. VHA Outpatient Utilization,"B6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Rural/Urban Status by Fee Outpatient Services,Encounters,Fee Outpatient Services,0 encounters,Urban,2953687
Geography,B. VHA Outpatient Utilization,"B6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Rural/Urban Status by Fee Outpatient Services,Encounters,Fee Outpatient Services,1 encounter,Urban,100967
Geography,B. VHA Outpatient Utilization,"B6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Rural/Urban Status by Fee Outpatient Services,Encounters,Fee Outpatient Services,2 encounters,Urban,82292
Geography,B. VHA Outpatient Utilization,"B6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Rural/Urban Status by Fee Outpatient Services,Encounters,Fee Outpatient Services,3-5 encounters,Urban,104969
Geography,B. VHA Outpatient Utilization,"B6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Rural/Urban Status by Fee Outpatient Services,Encounters,Fee Outpatient Services,6-11 encounters,Urban,79440
Geography,B. VHA Outpatient Utilization,"B6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Rural/Urban Status by Fee Outpatient Services,Encounters,Fee Outpatient Services,12+ encounters,Urban,199723
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,INFECTIOUS DISEASE,Urban,790267
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,ENDOCRINE/METABOLIC/NUTRITIONAL,Urban,2171230
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,CARDIOVASCULAR,Urban,2063709
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,RESPIRATORY,Urban,941605
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,GASTROINTESTINAL,Urban,1187337
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,URINARY,Urban,582270
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,REPRODUCTIVE HEALTH,Urban,862211
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,BREAST,Urban,29430
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,CANCER,Urban,352331
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,HEMATOLOGIC/IMMUNOLOGIC,Urban,375995
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,MUSCULOSKELETAL,Urban,1733583
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,NEUROLOGIC,Urban,862530
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,MENTAL HEALTH/SUD,Urban,1212155
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,SENSE ORGAN,Urban,1484935
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,DENTAL,Urban,304997
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,DERMATOLOGIC,Urban,768133
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,OTHER,Urban,1651775
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,INFECTIOUS DISEASE,HIV/AIDS,Urban,22224
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,INFECTIOUS DISEASE,Tuberculosis,Urban,5016
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,INFECTIOUS DISEASE,Mycoses,Urban,229791
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,INFECTIOUS DISEASE,Infections - Other,Urban,129089
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Diabetes Mellitus,Urban,813137
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Lipid Disorders,Urban,1578344
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Overweight/Obesity,Urban,542324
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Thyroid Disorders,Urban,245363
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Osteoporosis,Urban,41392
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Vitamin D Deficiency,Urban,163207
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,"Endocrine, Metabolic and Nutritional Disorders - Other",Urban,406678
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Fluid and Electrolyte Disorders,Urban,138806
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Hypertension,Urban,1734577
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Chest Pain/Angina,Urban,172262
